username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Pamela Chapman,1586219306920153090,"Dallas, TX",2023-01-16 06:43:35,@HeatherLynnTX84 Of course we do…that just makes sense! Pride and BLM have no business on any of our buildings!,0,Twitter for iPhone,
the pale horse,824840969233301504,"Dallas, TX",2023-01-16 04:00:45,@kangaroos991 As long as we include politicians involved in the BLM riots,0,Twitter for iPhone,
Thad Bartholow,251753228,"Dallas, Texas",2023-01-16 02:56:44,"@TimothyImholt Roe v Wade overruled (Dobbs), Gorsuch Instead of Garland, Citizens United, Arbitration clauses in ev… https://t.co/gQQwnF0hbd",0,Twitter Web App,
Patriot,54268561,"Grapevine, TX",2023-01-16 02:42:49,"@caslernoel It comes down to parenting. Look at Chicago or any city, the BLM riots burning down cities, any shootin… https://t.co/5glqw7I0qL",0,Twitter for iPhone,
E Lwing,2363441936,"Dallas, TX",2023-01-16 02:36:19,Don’t allow jack asses cause you to go to jail! Imagine spending 50 years of your life in a cell behind BLM bull sh… https://t.co/dIZ9J37PEK,0,Twitter for iPhone,
John Doe,2610971460,Dallas,2023-01-16 01:44:10,@HeatherLynnTX84 Only state or federal flags should be flown over official buildings. It is a means for identifying… https://t.co/LARQHVG5BP,0,Twitter for Android,
Marcus Gonzalez,1587276867199008771,"Dallas, TX",2023-01-16 00:56:06,@JohnL4 What people in the inner cities want is more police presence and less people from the suburbs and a scam ar… https://t.co/p1fOyXAquW,0,Twitter for Android,
Tired Tank Main | ✨️🥀Krystal🥀✨️,847183031324545024,"Dallas, TX",2023-01-15 23:05:42,"Hard to pick between GNB, WHM, and BLM! Love them all pretty equally tbh. https://t.co/IUWd0QW9zL",0,Twitter Web App,
Alice Wise,1599232865585307648,"Rockwall, TX",2023-01-15 20:48:59,"@Simi28_ All except for Pelosi and those she conspired with to entrap unwitting Patriots, like the Antifa and BLM m… https://t.co/KZykmliU9e",0,Twitter for iPhone,
Scott Carbone,202454134,"Dallas, TX",2023-01-15 18:52:23,"The day of the year where those who condemn BLM, claim they care about civil liberties and the promotion of justice… https://t.co/D919FcUFT8",0,Twitter for iPhone,
Barbosa,1524148898322866182,"Dallas, TX",2023-01-15 17:40:46,@HeatherLynnTX84 We’ve been flying the American Flag since the beginning. No BLM! No Pride! This is America Damn It… https://t.co/2NmyUPw7mo,0,Twitter for iPhone,
mike taddow,124663869,"DFW, TX",2023-01-15 17:30:39,"annual reminder for 🌟some🌟 folk: 

if you post an mlk quote and/or his picture, thank you for wholeheartedly suppor… https://t.co/D0ybKr7ess",4,Twitter for iPhone,
David Bilder,487230318,"Dallas, TX",2023-01-15 15:44:08,"@JacksonThoreau @CSojourner @ErrolWebber @tonyddpg @RepJeffries Good to know that of the 9000 protests only 7%, 630… https://t.co/7Zswr3iMZo",0,Twitter for iPhone,
TTL,1497422915394056193,"Dallas, TX",2023-01-15 15:09:46,@HeatherLynnTX84 BLM burn our country for 2 yrs https://t.co/bL3wuDSqke,0,Twitter for iPhone,
Bruce Sopas,144736629,"Dallas, TX",2023-01-15 06:15:50,"@WilliamHBart @marcoatlarge @JoJoFromJerz Wow, so much stupid in so few characters.  We are a democracy in the form… https://t.co/EsPI94nxFs",0,Twitter for Android,
Sherry,1586130934914588693,"Arlington, TX",2023-01-15 00:14:36,"@knotthatone They Did Go After The Trouble Makers.
All those groups that are Demanding of D.C's time.
ANTIFA
BLM
LG… https://t.co/tS72FfQO0A",0,Twitter Web App,
