username,userid,profile_location,created_at,text,retweet_count,source,coordinates
SocialismSucks,1565650622212460545,"New York, USA",2023-01-19 21:31:52,"@mlosuna It's amazing how they have totally ignored this, totally ignored BLM scamming people out of hundreds of mi… https://t.co/0E8T0meFEK",0,Twitter for Android,
Consciously Unbiased,1028394904312000512,"Manhattan, NY",2023-01-19 21:30:39,#HBD Dolly Parton! A dedicated artist and philanthropist using her platform to make positive change. From supportin… https://t.co/RKiFVAFNz8,0,Twitter Web App,
Omar,956823342,New York,2023-01-19 20:53:05,50 milly for pushing culture war hysteria?? if yall see me on youtube talkin bout blm is a terrorist organization a… https://t.co/OKRocec8Sw,0,Twitter for iPhone,
Paul Richardson,827307288524361728,New York,2023-01-19 20:31:57,BLM should have to pay restitution for all of the property that was burned down due to them https://t.co/Oc5YEQkRbT,0,Twitter for iPhone,
Pi$$ed off Patriot,957053454844923905,"New York, USA",2023-01-19 20:22:23,"@auntie_shay @JimBoston2014 @GregAbbott_TX You might as well give up defending the blm, antifa or ISSIS, they’re all the same. No difference",0,Twitter for iPhone,
Walter Kovacs 🇺🇲🦅,1594525351786553345,"New York, USA",2023-01-19 20:14:03,@SusanBruiser @DC_Draino How is not letting a BLM flag stopping people from existing. How many times can you virtue… https://t.co/b4PypMrDEV,0,Twitter for Android,
Account❌️Suspended,1601292243385589762,New York City,2023-01-19 20:11:34,@GrabkoJustin @PETER_H3NDERSON @TitoTheSoldier @DavidKotiw Your continued disdain for BLM is a visceral representat… https://t.co/ez5ojLkxAL,0,Twitter for Android,
Pi$$ed off Patriot,957053454844923905,"New York, USA",2023-01-19 20:07:49,@auntie_shay @JimBoston2014 @GregAbbott_TX Ok let’s start with all the murdering across the country?? Tell your bul… https://t.co/9QNqMMXJwP,0,Twitter for iPhone,
AJ Kap,1471262984899076098,"New York, USA",2023-01-19 20:02:07,"@Todd_Peterson_1 Of course not … if honestly thinking it thru - it’s clearly not appreciate

Good ole fashioned gay… https://t.co/FxKam31kww",0,Twitter for iPhone,
Pi$$ed off Patriot,957053454844923905,"New York, USA",2023-01-19 19:31:32,@auntie_shay @JimBoston2014 @GregAbbott_TX BS what was done to this country by your beloved terrorist organization… https://t.co/dmqymnnSfq,0,Twitter for iPhone,
🐺 Wicked Wolf,2745968445,"New York, USA",2023-01-19 19:26:50,"@Andre__ko @SquareEnix Yes you’re correct. In square universe she would be considered a Black Mage (BLM), given her… https://t.co/iBea3MbML6",0,Twitter for iPhone,
SnakePlisskin69,1603127876605419523,"New York, USA",2023-01-19 19:21:55,"@TheRichFromCali So do you think that antifa and BLM got away with murdering innocent citizens, pillaging and plund… https://t.co/jmJhQAHeHg",0,Twitter Web App,
Lance Boil Life meant to be Lived Free! & Enjoyed!,949686898590666752,"New York, USA",2023-01-19 19:15:50,@HelennaRossa Is this a sign for that lewd BLM statue?,0,Twitter Web App,
The BOOMERS! Show by Stevenn Beck,1668109656,New York City,2023-01-19 19:01:03,"Follow + share BOOMERS! the GEN gave us Trump’s America!
#nohate   #justice   #Equality #Truth   #Voting… https://t.co/0e77KWtVzH",2,Twitter Web App,
The BOOMERS! Show by Stevenn Beck,1668109656,New York City,2023-01-19 18:56:40,"Miss the most recent BOOMERS! “OUT OF THE MOUTH”
 (c) stevenn beck
Follow + share BOOMERS! on FB-Twitter-IG… https://t.co/c1Az9aknuG",2,Twitter Web App,
Pi$$ed off Patriot,957053454844923905,"New York, USA",2023-01-19 18:44:27,@auntie_shay @JimBoston2014 @GregAbbott_TX Wow straight out of the blm playbook and you don’t like it??,0,Twitter for iPhone,
Aurora Thee Elezen | Tits OUT for Halone,16074685,"NYC, USA",2023-01-19 18:17:44,@ChubScarlet @HalvedHekate Aiming gear is Edward the bard’s outfit. but unlocking non-AF glams would solve my main… https://t.co/1hyS6UMZHw,0,Twitter for iPhone,
Comrade GigaChad (He/Him) 🇺🇦 🏳️‍⚧️ 🇵🇸 🇹🇼 🌹,1303086425429233671,"New York, NY",2023-01-19 18:06:00,@KongenRolf @NPR @OPB @conradjwilson @KUOW @heyjohnryan Because none of those groups have crossed the line that the… https://t.co/5zM1z9JVXX,0,Twitter for iPhone,
Cookie 🇺🇸,2939770996,"New York, USA",2023-01-19 17:58:08,@TheOmniLiberal And the BLM riots were an attempted revolution.,0,Twitter Web App,
Edward,629710189,New York City,2023-01-19 17:56:17,@MerriLeeSchent1 @neal_katyal @HoganLovells Cops don't kill innocent people anywhere. Try at least to get facts str… https://t.co/SqdrtI8C7Z,0,Twitter Web App,
Razor The Punk Rock Punk Shark 🦈,1537893157383176193,New York,2023-01-19 17:47:21,@Snoopy_Mahan Does it make ot better if I have ACAB and BLM patches on my best thay I wear outside?,0,Twitter for Android,
Musk For Senate,1357538897165750274,"New York, USA",2023-01-19 17:33:21,@ppyrek1 @CameronW3st @DC_Draino BLM rioters were not Biden voting liberals lmao,0,Twitter for Android,
Musk For Senate,1357538897165750274,"New York, USA",2023-01-19 17:32:13,"@ScoreTracKY @michaelshand @DC_Draino BLM riots were justified. Shit goes back hundreds of years. 

J6 folks were j… https://t.co/lgYKWs7H8k",0,Twitter for Android,
Staz Tsiavos,579990800,"New York, NY",2023-01-19 16:57:45,"@RealMattCouch Oh I know what her mama is going to say, “She’s such a good girl she’s a medical student and she was… https://t.co/GsoQXnJLxT",0,Twitter for iPhone,
celebrityfanout2,1265614975227301889,"Manhattan, NY",2023-01-19 16:36:24,You wanna know how to get George Santos booted from Congress? Show him at a Black Lives Matter rally! He’ll be oust… https://t.co/1ACbzlT1wl,0,Twitter for iPhone,
Woke Juice 🌊🌊🌊,1521462517075267585,New York,2023-01-19 16:17:30,"Is this a big enough sign for you in flyover country?

#fucktrump #trump #biden2024 #arresttrump… https://t.co/SKt3H8P2Vj",1,Twitter Web App,
D41,1673663526,"Bronx, NY",2023-01-19 15:55:23,"@davehodge20 Shut it. It’s his right not to wear that nonsense. This is sports the leagues shouldn’t be pushing it, BLM or any of it",0,Twitter for iPhone,
💙WhatIsGravity?💙,74715952,NYC,2023-01-19 15:48:47,"@Booper1172 @Fongfongroo @scottbe16855707 @McDebida Black lives matter.😎
You keep rallying with Nazis, KKK &amp; every… https://t.co/AuV3V2XsQ2",0,Twitter for Android,
Ken G,1518712731016310786,"New York, USA",2023-01-19 15:25:18,"@RubinReport @greggutfeld That was plain wrong on the show. You dont need BLM for this, every avg human sees that t… https://t.co/FOlue7pH6m",0,Twitter for iPhone,
Mr Garvin,1605353580483022850,"New York, NY",2023-01-19 14:26:09,@LibFails Is that flag a misprint BLM. Doesn’t that stand for Blacks Like Money. BLM is a scam.,0,Twitter for iPhone,
Green Power ✡️,1040590353080958977,"Westchester, NY",2023-01-19 13:32:39,"@CollinRugg Pride flag symbols an inclusive society and goes beyond gay rights.
BLM sided with Hamas, a terror orga… https://t.co/CDOeyKoxDf",0,Twitter for iPhone,
VINOFIAMMA,183465706,New York ,2023-01-19 13:16:25,Gary Bettman should step down. He is a supporter of BLM and Pride themed events. No need for these marxist groups in the NHL.,0,Twitter for iPhone,
Roc,854727543051743233,"New York, NY",2023-01-19 13:11:01,"@ErikN_NJEdition @VeteranGamerUK OWS, BLM, Tea Party, etc

Anyone truly paying attention could see where all were h… https://t.co/NcxkREMkkQ",0,Twitter for iPhone,
Lynn,1613549586,"New York, America",2023-01-19 13:00:19,@AMMusicMonday Happy birthday 🎂 🥳,0,Twitter for Android,
Free world,1537086233796542464,"New York, NY",2023-01-19 12:25:10,Should BLM and Gay Pride flags be banned from being hung at Federal buildings?,0,Twitter for iPhone,
PeteCon,1465676843445592073,,2023-01-19 09:45:15,"@girl_recovery @ThisIsKyleR Traitor to who BLM,Antifa? He erased a pedophile. He’s a hero.",0,Twitter for iPhone,
﴾ꕷѺṾⵟⱤⵟÌĠṆ﴿,1368845713459806213,New York,2023-01-19 07:57:51,@CollinRugg Yeah Gay means 2 men having sex and BLM is obviously a domestic terrorist group. The leaders took all o… https://t.co/duFGj5o8vG,0,Twitter Web App,
Tricia,83480403,"New York, NY",2023-01-19 07:06:49,@OneEyeTwoHead @riwalk71 @CompeteToDefeat @libsoftiktok If you're using inclusion of all sexual orientations for th… https://t.co/iYgzUWAq1n,0,Twitter for iPhone,
Mister Patrick,981702713066033152,"Manhattan, NY",2023-01-19 06:44:27,@b_kamann @bordersroad @d0wnsideofme @Jup1t3r13 What concrete steps did BLM take to reinforce the self-evident trut… https://t.co/VlMAcxkm9j,0,Twitter for iPhone,
Mr Garvin,1605353580483022850,"New York, NY",2023-01-19 06:23:52,"@RepJeffries All right, do you mean like BLM peaceful protesters?",1,Twitter for iPhone,
Leo,938597012,New York,2023-01-19 05:14:40,"@Todd_Peterson_1 BLM is the most insidious and corrupt movement of our lifetime. They injured over 2,000 police off… https://t.co/YKEIFOhctP",0,Twitter for Android,
Jacqueline Toboroff,1316565121712508928,"Manhattan, NY",2023-01-19 04:04:58,BLM freaks should pay reparations. https://t.co/gnTWOh25uG,0,Twitter for iPhone,
Kristi Lea,54686086,New York,2023-01-19 03:49:11,@CollinRugg They have nothing to do with our democracy. They are personal preferences (BLM and LBGQRSTUVWXYZ),0,Twitter for iPhone,
Petty Auntie™ the Democrat Countess House Moderna,22080510,NYC,2023-01-19 03:47:16,Anti-racist &amp; BLM in bios immediately make me pause. https://t.co/09jHRYlOLW,3,Twitter Web App,
Victorianne,1519043339634548743,"Bronx, NY",2023-01-19 03:26:53,@Todd_Peterson_1 In Public Schools only the American Flag and maybe the State Flag. That’s all! BLM flags teach kid… https://t.co/80u8dBErS3,2,Twitter for iPhone,
Investor News,1134049078424162304,"New York, NY",2023-01-19 03:23:01,"Xerox was awarded a new government contract ""JBLM BDO Xerox Copier Maintenance Agreement"", total contract value: $6… https://t.co/bHWOQ7rbz9",0,Newsfilter.io,
Lynn,1613549586,"New York, America",2023-01-19 02:23:42,"""with flash on"" https://t.co/eKJ5VYwPiY",0,Twitter for Android,
Lynn,1613549586,"New York, America",2023-01-19 02:15:07,Was kinda surprised that SJ didnt really mention 'Superman'. Superman and the Melody both do a really good job of s… https://t.co/zrD1ScQyAx,0,Twitter for Android,
Lynn,1613549586,"New York, America",2023-01-19 02:06:43,"If you send me a dm or reply to my tweet and I don't reply, its because I don't get any notifications. I'm not sure… https://t.co/ClUO4dNiLI",0,Twitter for Android,
In vino veritas,1518700268095000577,"New York, USA",2023-01-19 01:44:59,@NEWSMAX Gary Bettman should step down. He is a supporter of BLM and Pride themed events. No need for these marxist groups in the NHL.,0,Twitter for iPhone,
Terrence Sarsfield,1604301597676388356,"New York, USA",2023-01-19 01:40:05,"@Simi28_ I’m not a BLM supporter, and I don’t think George Floyd was a good man. However, Derek Chauvin did in fact… https://t.co/Mmc7WNhpVD",0,Twitter for iPhone,
Lynn,1613549586,"New York, America",2023-01-19 01:37:06,@ganmudan I really hope he does,0,Twitter for Android,
Lynn,1613549586,"New York, America",2023-01-19 01:33:31,That was him in Bullet Train??? No fuckimg way!!!!😳😳😳 https://t.co/3dbp3m88gp,0,Twitter for Android,
Lynn,1613549586,"New York, America",2023-01-19 01:31:03,VIPs better than me cuz that screenshot would be my header and pfp,0,Twitter for Android,
Lynn,1613549586,"New York, America",2023-01-19 01:26:11,@ganmudan I grinned so freaking hard at this. He will NEVER leave SJ or the stage behind,0,Twitter for Android,
Mathew Foley,1534698390319144965,New York,2023-01-19 01:07:38,@CollinRugg BLM is a company,0,Twitter for Android,
FL 🇺🇸🇮🇹,26651370,"New York, USA",2023-01-19 01:03:01,@CollinRugg Why would the USA hang up something as shamelessly Marxist as the BLM Antifa Flag?,0,Twitter for iPhone,
AJ Kap,1471262984899076098,"New York, USA",2023-01-19 00:36:38,@BlueRobotDesign @DC_Draino Why so whiny? The BLM org are criminals and ran off with millions of $ in donations - n… https://t.co/yv1RDhWWKz,0,Twitter for iPhone,
Mary Muldoon,1592979069813116930,"New York, USA",2023-01-19 00:19:21,@RepJeffries Really did you tell that to BLM Yano the ones that you marched with,0,Twitter for iPhone,
Lynn,1613549586,"New York, America",2023-01-19 00:16:44,"I knew he was about to be on some bs once he started ""tearing up""😂 https://t.co/3xewgywj31",0,Twitter for Android,
Stuart R,132705708,New York,2023-01-18 23:53:20,@its_the_Dr Another thug BLM supporter,0,Twitter for iPhone,
Hughie,917985837014568960,"New York, USA",2023-01-18 23:41:22,@RepJeffries Hypocrite #Dems were silent about the political violence by BLM and ANTIFA! #USA #NYC,0,Twitter for iPhone,
Lynn,1613549586,"New York, America",2023-01-18 23:29:48,"Though I think the documentary was lacking some very important things, Thank you @hulu for making it possible for m… https://t.co/IzcE8hRaNZ",0,Twitter for Android,
Alfie,86678333,"New York, NY",2023-01-18 23:23:44,"https://t.co/2Zre3HYb4T 

blm this blm that blm get this guy the money he deserves",0,Twitter for iPhone,
Lynn,1613549586,"New York, America",2023-01-18 23:01:38,"2 things I wish this documentary had:

•More episodes 
•More of the original members

I wish ALL 15 of them were pa… https://t.co/8PFDAsNuqJ",0,Twitter for Android,
Lynn,1613549586,"New York, America",2023-01-18 22:59:02,Watching this documentary has made me realize how much I really love and adore these men. I'm stuck! There's no goi… https://t.co/zcOlgSWuiI,0,Twitter for Android,
Mathew Foley,1534698390319144965,New York,2023-01-18 22:44:48,@LidoDude BLM is just a private corporation.  Is this their officiated armed division?,0,Twitter for Android,
Mickeyl2300,4268697917,"Midtown, Manhattan",2023-01-18 22:31:51,@TBMW8 Everyone is focusing on crazy news but no one can see the blacks and Hispanic cops got fired but the white c… https://t.co/0ZlG2vAtIk,0,Twitter for iPhone,
Lynn,1613549586,"New York, America",2023-01-18 22:31:10,"Yesung is so fucking sexy
#SuperJuniorTheLastManStanding",2,Twitter for Android,
Timmy The Tiny Yorkie embraces Democracy,1319748867605340160,"New York, NY",2023-01-18 22:26:32,@tarafdavis @RepJeffries The only people who destroyed the cities and lit fires were white supremacists and Boogalo… https://t.co/CGD2Ho3xN8,0,Twitter Web App,
Account❌️Suspended,1601292243385589762,New York City,2023-01-18 22:18:33,"@PETER_H3NDERSON @TitoTheSoldier @DavidKotiw As for your claim that BLM ""stole""
I believe that they definitely shou… https://t.co/QcTIf3IZFW",0,Twitter for Android,
Jose,37135596,"North Bergen, NJ",2023-01-18 22:11:28,"Wait!! What about BLM and ANTIFA setting fires, looting and killing people in all the different cities? https://t.co/hNmiiRu79W",4,Twitter for iPhone,
Theodore Roosevelt,959902864654118914,"New York, NY",2023-01-18 22:10:16,@IWassgren @rakchazak74 @aGGregArt @RonFilipkowski Ok - now point to the part where he claimed “that only BLM and A… https://t.co/z1PYp07TUy,0,Twitter for iPhone,
everydaynyc,29796861,"manhattan, ny",2023-01-18 22:03:51,@EffectedVaccine @gtconway3d So please tell us - HOW THE F@CK DID DEMS  AS MINORITY STOP ANYTHING??    And while we… https://t.co/Lk995DxNEW,0,Twitter for Android,
HelenHighly,720432251956248576,"Manhattan, NY",2023-01-18 21:41:06,@caliga3456 Here’s the thing. He admired police brutality and wanted to become a cop. He even schmoozed w/some cops… https://t.co/2vpNxLrmeB,0,Twitter for iPhone,
Lynn,1613549586,"New York, America",2023-01-18 21:35:51,"I'm bawling my eyes out watching this debut stage😭😭😭 They worked so hard
#SuperJuniorTheLastManStanding",0,Twitter for Android,
Lynn,1613549586,"New York, America",2023-01-18 21:34:54,"We respect each other's decisions 
                                   --Siwon",1,Twitter for Android,
HelenHighly,720432251956248576,"Manhattan, NY",2023-01-18 20:51:51,"@caliga3456 Cringe, yes. 
Sad… eh. 
Nobody coerced him go to that BLM protest, or to bring a gun, or to shoot 2 peo… https://t.co/pHXxjhNbFL",0,Twitter for iPhone,
Kenny Hargrove,2955262807,"Los Angeles, New York",2023-01-18 20:36:17,"John David Washington Discusses The Piano Lesson, Film Projects, Q&amp;A – Deadline #movies #cinema #actors #careers… https://t.co/IEExRioa5i",0,Twitter for iPhone,
daveramps,41695161,NYC!!!,2023-01-18 20:24:49,@tedcruz But a BLM or Antifa shirt would be ok?,0,Twitter for iPhone,
Chris,359923590,Big Apple,2023-01-18 19:59:28,"@effenbernard @RepJeffries Yes, since those protesters were exercising their right for redress of grievances. They… https://t.co/osG8TGB4FL",0,Twitter for iPhone,
Kyle,308327723,"New York, USA",2023-01-18 19:12:48,"@robreiner Y’all really need to stop calling it “overthrowing the government, insurrection, rebellion, etc.” it was… https://t.co/hlUwd7BBpH",0,Twitter for iPhone,
Dr. Jew - 🏳️‍🌈 ✡️,275239635,"New York, NY",2023-01-18 18:56:10,"@Steelersgirl217 I've ended up on anti-LGBTQ lists, anti-Jewish lists...some of these people spam lists based on pi… https://t.co/M1lKY5XDM4",0,Twitter Web App,
FeloniousDruid,1111791515469340672,"New York, USA",2023-01-18 18:46:33,"The people that tweet daily about Kyle Rittenhouse declaring him a murderer, are the same ppl that looked the other… https://t.co/Fz2Z2ZvAPe",64,Twitter for Android,
Callan,4441950880,"New York, USA",2023-01-18 18:39:59,"@ruzamjr @TheRabbitHole84 CRT is something that's taught to college law students, and you saying that means you hav… https://t.co/usdRoMS0oR",0,Twitter Web App,
Sheldon Kenneth,1508751251927875589,"Bronx, NY",2023-01-18 18:34:06,@jadeys1986 @eunique @BishopChalloner @BishopChalloner What your Problem With this young Black girls hair? #BLM #Blackhairmatters,0,Twitter for Mac,
Leo,938597012,New York,2023-01-18 18:30:04,"@PendragonMR Hey I recognize that. It's the peaceful protests of BLM where they injured over 2,000 police officers… https://t.co/T67hEUThUT",0,Twitter for Android,
Nathaniel Mendoza,1336452530675601409,"New York, NY",2023-01-18 17:38:57,@MirrorBlueStak @PancakeSwap @blm_crypto @Skoldier_1 @Gameboys_Co @stranetto @christonold12 @teara_baker @golyak197… https://t.co/d1mBHHXej3,0,TweetDeck Web App,
Nelson,400836658,"The Big Apple, USA",2023-01-18 17:24:24,@Docholl43053854 @CarsGolfPolMeme @AaronDarden11 @tedcruz You clearly failed on your understanding of the 1ST Amend… https://t.co/bXx82fQAvP,0,Twitter for iPhone,
Mr Producer,38644883,"New York, USA",2023-01-18 16:51:18,"Virginia Tech’s Kiersten Hening: Why I refused to take a knee for the BLM 'mob'
https://t.co/CfWhhavoKB",3,Twitter for Android,
Mr Garvin,1605353580483022850,"New York, NY",2023-01-18 16:17:07,@Edwin07011 BLM what a joke. 😂,0,Twitter for iPhone,
Leo,938597012,New York,2023-01-18 16:11:46,@DC_Draino Imagine that. Stun grenades being launched into peaceful protestors. If that were a BLM protest and they… https://t.co/MAzrWOgv5R,2,Twitter for Android,
Woke Juice 🌊🌊🌊,1521462517075267585,New York,2023-01-18 15:57:03,@GretaThunberg Horrified and PISSED that you were carried off like a piece of trash by the police!  De-fund the pol… https://t.co/jcNRlHqPfn,0,Twitter Web App,
E-Man-Detective4LifeAgain,1069619167555461121,"Manhattan, NY",2023-01-18 15:34:17,Wonder if those AR-15s are Joe Biden approved  @SenSchumer BLM gets a pass https://t.co/ZJLhtYvx4m,0,Twitter for iPhone,
Gtm,1586750700691808257,"New York, NY",2023-01-18 15:33:33,@noahtyson0977 @DrHazelwood @chop1349 @ericareport You are 100 percent right… most Americans couldn’t care less wha… https://t.co/p3H4BQbcfY,0,Twitter for iPhone,
KareBearScare,940867947404365830,"Manhattan, NY",2023-01-18 15:27:35,@OGReplyGuy @JosephONeillx And in 2014 - which is pre-2017 and even before BLM took off - dude was literally revers… https://t.co/GtwlXycX5k,0,Twitter Web App,
Long Island Dad,3136857862,"NYC, USA",2023-01-18 15:08:33,"@tedcruz Interesting how BLM, Antifa, and F@ck the Police shirts are allowed.  ;)",0,Twitter Web App,
Im $8 better than you,1582115846175997952,"New York, USA",2023-01-18 15:07:38,@DonSwanzey @Pelts_ @JackPosobiec It’s Creed playing at the halftime show after 911. Bringing the country together.… https://t.co/4iThFPyVkv,0,Twitter for iPhone,
Richard Dean Are Me,90747613,New York,2023-01-18 15:06:31,@RepJeffries Then why didn’t you denounce BLM and Antifa during the riots? Hypocrite.,0,Twitter for iPhone,
Drew Bunch O' Numbers,1268681952569286656,"New York, USA",2023-01-18 14:40:20,"@LidoDude That’s not BLM. That’s the New Black Panther Party. See the flag on their jackets.

Side note: the SPLC c… https://t.co/CtbLnmfZmf",0,Twitter for iPhone,
David Arthur Baker,18442659,NYC,2023-01-18 14:27:21,"@RepJeffries Antifa riots for a whole Summer?

BLM riots for a whole Sumner?

Where are YOUR exact quotes denouncin… https://t.co/u3UtLlAyp3",0,Twitter for iPad,
Gab,300401072,New York,2023-01-18 14:08:09,"@MayoIsSpicyy 😂🤣😂🤣😂🤣 yes, like BLM and Antifa 😆😉 #DemocratsAreTheProblem",0,Twitter for Android,
If I Were King 🌹@IfIWereKing@mastodon.online,1236373168773828608,NYC,2023-01-18 13:49:49,@briebriejoy Ask them about the 1st Amendment  violations in the police reaction to BLM and Occupy. Glenn would nev… https://t.co/jciFgKyvqm,0,Twitter for Android,
Kenny Powers,1384610518443384837,"New York, NY",2023-01-18 13:16:20,@RepJeffries Like the BLM riots? https://t.co/BNmnPZLF6d,0,Twitter for iPhone,
Bidur Bista 🇳🇵🇺🇸,1463855298762919941,"Manhattan, NY",2023-01-18 12:53:07,@RepJeffries You failed to unequivocally denounce when BLM rioters destroying the many cities. Didn’t you ?,0,Twitter for iPhone,
2Can,1585768112229695488,"New York, USA",2023-01-18 11:52:07,"@HuffmanForNC I don’t know about that.
Maybe being cloistered in your BLM “Act Blue” Pro-Choice liberal circles tha… https://t.co/7PmLLTJetO",0,Twitter for iPhone,
Corruption By Cops,1066039435211522055,"New York, United States",2023-01-18 11:36:54,"Bodycam footage released by the LAPD shows officers tasing a ""belligerent"" suspect on January 3. ""They're trying to… https://t.co/yvNigAp1id",0,Blog2Social APP,
JoeGrann,1472913120930770953,"New York, USA",2023-01-18 11:31:02,@ATLienZ404 @tamartin00 @ParochettiJames @YxNG_DxMB_GxTH @libsoftiktok Before I go I just have to say BLM as a slog… https://t.co/rdPb1DwiBA,0,Twitter for iPhone,
JoeGrann,1472913120930770953,"New York, USA",2023-01-18 11:25:09,@ATLienZ404 @tamartin00 @ParochettiJames @YxNG_DxMB_GxTH @libsoftiktok I’m not going to argue this anymore. The peo… https://t.co/2zVrzJZapz,0,Twitter for iPhone,
Articles_of_Consternation🇺🇸,2357773595,"New York, USA",2023-01-18 09:21:45,@RepJeffries Like the allowed if not encouraged BLM riots? This country won’t improve until the pursuit of hypocritical bias ends.,0,Twitter for iPhone,
NanookNorth,1222523289370865664,New York,2023-01-18 08:17:57,"The disparate treatment between the protesters in the Marxist movement called BLM, and the entrapped January 6 prot… https://t.co/zuBEiC5oEL",0,Twitter Web App,
🇺🇸 @DawnTank 🇺🇸,1065295646863822848,"New York, USA",2023-01-18 07:49:18,@RepJeffries So denounce Antifa and Blm,0,Twitter for iPhone,
Mike,1599452463261704192,"New York, USA",2023-01-18 07:37:12,@Ttunacc787 @VictorRamus @glennkirschner2 @davidmweissman You racist think this is an equal comparison. Blm protest… https://t.co/u1NACobfD2,0,Twitter for iPhone,
National Review,19417492,New York,2023-01-18 07:14:34,The cousin of a BLM co-founder died after being tased by police. Activists have ignored that he was resisting arres… https://t.co/drpTsvz1SM,6,SocialFlow,
LadyA1 ALLDAY,1555693137431089152,New York,2023-01-18 06:06:36,@Saida11660 @NYPDTips @RetiredNYCPD @NYPD75Pct BLM is marching for the three students slashed to death by the white… https://t.co/aeD9nrEomG,0,Twitter Web App,
Im $8 better than you,1582115846175997952,"New York, USA",2023-01-18 05:47:20,@JackPosobiec No rainbow flags. No BLM flags. Just a lot of Americans having a good time.,4,Twitter for iPhone,
Carl Silverman,1470835275890925571,New York,2023-01-18 05:19:29,"@SaraHayleyRubin @pammarino Sara, sure why not? but it sounds like academic course at Stanford or a guilt trip by B… https://t.co/HGyc2YqDaK",0,Twitter Web App,
Michael Bennett,385033892,NYC ,2023-01-18 05:14:49,@DiamondandSilk Why isn’t Donald Trump or the republican party giving her money? She was never for BLM. Let the peo… https://t.co/EmG1tfoP29,0,Twitter for iPhone,
Devilsrain,1413674699205353472,"Manhattan, NY",2023-01-18 04:51:50,@NYPDPC @NYPDnews @NYPDFIRSTDEP @NYPDChiefOfDept @NYPDTransit @NYPDHousing @NYPDChiefPatrol #BLM #ACAB DEFUND THE P… https://t.co/NJsDiFjGRv,0,Twitter for iPad,
Im $8 better than you,1582115846175997952,"New York, USA",2023-01-18 04:50:00,@MoxInTampa @JackPosobiec They broke three years ago with BLM. They’re literally running antiwhite conventions in Florida.,0,Twitter for iPhone,
kiddo ⚓️🥊,2231432835,"Bronx, NY",2023-01-18 04:38:07,BLM but bishhh Omgsh this post https://t.co/t8k968NeIW,0,Twitter for iPhone,
Berto,743183002755284993,"New York, NY",2023-01-18 04:33:15,@23_blm I am this weekend,0,Twitter for iPhone,
Anthony king,1224056889903808516,"New York, USA",2023-01-18 04:24:59,@ACTBrigitte Why we need AR15? I didn’t know the reason before I saw 20 BLM &amp; Antifa break into a poor Korean guy’s… https://t.co/VxPTdbD6fA,0,Twitter for iPhone,
Staz Tsiavos,579990800,"New York, NY",2023-01-18 03:38:29,@NYPDTips @NYPD75Pct I’m sure his mom is going to say that he’s such a good boy. This BLM shit has got to stop along with the bai reform.,0,Twitter for iPhone,
The BOOMERS! Show by Stevenn Beck,1668109656,New York City,2023-01-18 03:31:24,"Today’s BOOMERS! “OUT OF THE MOUTH”
 (c) stevenn beck
Follow + share BOOMERS! on FB-Twitter-IG 
#nohate   #justice… https://t.co/mXyiTi3AXW",2,Twitter Web App,
The BOOMERS! Show by Stevenn Beck,1668109656,New York City,2023-01-18 03:27:55,"Miss yesterday’s BOOMERS! “NO BRAINER”
 (c) stevenn beck
Follow + share BOOMERS! on FB-Twitter-IG 
#nohate… https://t.co/FCrwalsKCa",2,Twitter Web App,
PsyOpWatch,1597245487068987395,"New York, New York",2023-01-18 03:18:21,"@ProjectLincoln Yeah sure, now do the 2020 BLM riots where the left (you know you guys) supported massive across th… https://t.co/PejDfIu8w2",0,Twitter Web App,
Finley's Art 💗,1476814525118701594,New York,2023-01-18 03:16:00,"Looking for twitch assets? HMU so we can collab and boost your stream🎀
 #Vtuber #Vtubers #VtuberSupport… https://t.co/o7oSu55km4",0,Twitter Web App,
The Censored K9,54910313,New York,2023-01-18 02:18:16,@RepAdamSchiff Please do enlighten us about these “resources and care” available to police within a split second of… https://t.co/RujmjnjASY,0,Twitter for iPhone,
LGBTQ Home,1606807155167973377,New York,2023-01-18 02:03:23,"Eiffel Tower Lgbt Love Heart Tshirt
Get Yours Today!  
France Link: https://t.co/wuhhVulZWk
US Link:… https://t.co/g9p7E2rFZx",0,Twitter Web App,
Lanna William,1603479024512163856,New York,2023-01-18 01:50:58,"Grab this Nurse Valentines Day T-Shirt as a Valentine's Day gift for your nurse girlfriend or wife.
Get yours Today… https://t.co/WZU5cAUXBz",0,Twitter Web App,
48 Hours,24943151,"New York, NY",2023-01-18 01:31:19,The LAPD is facing scrutiny after the cousin of BLM co-founder Patrisse Cullors died after being tasered repeatedly… https://t.co/XxInI0jcJO,2,Sprinklr,
Marcelo Ayala,1396348163007651841,"Cliffside Park, NJ",2023-01-18 01:27:46,@robreiner And we never forget that Democrats support a terrorist organization like BLM to destroy cities…,0,Twitter for iPhone,
HelenHighly,720432251956248576,"Manhattan, NY",2023-01-18 01:22:35,Hey NY Dems: this is what you get when you vote for incompetent and power-hungry morons just to prevent any BLM pro… https://t.co/pzskXnqkmi,0,Twitter for iPhone,
Lynn,1613549586,"New York, America",2023-01-18 00:52:50,To all the ELF that have access to the suju documentary😭😭😭: https://t.co/UJHren4qKm,1,Twitter for Android,
Richard Burns,1592360529758134279,"Manhattan, NY",2023-01-18 00:50:27,@JeanneTheoharis @CoombsForAurora All the community service projects for MLK day seem to be white people. Why don’t… https://t.co/68xSqV6Vn8,0,Twitter for iPhone,
